INFO 2025-05-06 20:54:48,275 autoreload 44723 8249968704 Watching for file changes with StatReloader
INFO 2025-05-06 20:54:48,482 server 44723 6182858752 HTTP/2 support not enabled (install the http2 and tls Twisted extras)
INFO 2025-05-06 20:54:48,482 server 44723 6182858752 Configuring endpoint tcp:port=8000:interface=127.0.0.1
INFO 2025-05-06 20:54:48,482 server 44723 6182858752 Listening on TCP address 127.0.0.1:8000
WARNING 2025-05-06 20:54:52,050 log 44723 6216511488 Not Found: /test/chat/
WARNING 2025-05-07 07:17:15,866 runserver 70502 6112391168 [33mHTTP GET /.well-known/appspecific/com.chrome.devtools.json 404 [0.02, 127.0.0.1:50824][0m
INFO 2025-05-07 07:17:15,924 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:50846]
INFO 2025-05-07 07:17:15,934 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:50846]
INFO 2025-05-07 07:17:21,558 runserver 70502 6112391168 [mHTTP GET /swap/channel/manage/2/74 200 [0.04, 127.0.0.1:50873][0m
INFO 2025-05-07 07:17:21,714 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:50874]
INFO 2025-05-07 07:17:21,726 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:50874]
INFO 2025-05-07 07:17:29,985 runserver 70502 6112391168 [32mHTTP POST /swap/channel/2/ 302 [0.09, 127.0.0.1:50907][0m
INFO 2025-05-07 07:17:30,002 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.01, 127.0.0.1:50907][0m
INFO 2025-05-07 07:17:30,025 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:50846]
WARNING 2025-05-07 07:17:30,051 log 70502 6196523008 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-05-07 07:17:30,051 runserver 70502 6112391168 [33mHTTP GET /.well-known/appspecific/com.chrome.devtools.json 404 [0.02, 127.0.0.1:50907][0m
INFO 2025-05-07 07:17:30,110 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:50911]
INFO 2025-05-07 07:17:30,116 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:50911]
INFO 2025-05-07 07:17:34,199 runserver 70502 6112391168 [32mHTTP POST /swap/channel/2/ 302 [0.06, 127.0.0.1:50930][0m
INFO 2025-05-07 07:17:34,226 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.02, 127.0.0.1:50930][0m
INFO 2025-05-07 07:17:34,255 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:50911]
WARNING 2025-05-07 07:17:34,284 log 70502 6196523008 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-05-07 07:17:34,284 runserver 70502 6112391168 [33mHTTP GET /.well-known/appspecific/com.chrome.devtools.json 404 [0.02, 127.0.0.1:50930][0m
INFO 2025-05-07 07:17:34,335 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:50937]
INFO 2025-05-07 07:17:34,339 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:50937]
INFO 2025-05-07 07:17:37,778 runserver 70502 6112391168 [32mHTTP POST /swap/channel/2/ 302 [0.06, 127.0.0.1:50950][0m
INFO 2025-05-07 07:17:37,806 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.02, 127.0.0.1:50950][0m
INFO 2025-05-07 07:17:37,846 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:50937]
WARNING 2025-05-07 07:17:37,871 log 70502 6196523008 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-05-07 07:17:37,872 runserver 70502 6112391168 [33mHTTP GET /.well-known/appspecific/com.chrome.devtools.json 404 [0.02, 127.0.0.1:50950][0m
INFO 2025-05-07 07:17:37,919 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:50953]
INFO 2025-05-07 07:17:37,925 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:50953]
INFO 2025-05-07 07:17:41,778 runserver 70502 6112391168 [32mHTTP GET /swap/channel/2 302 [0.04, 127.0.0.1:50873][0m
INFO 2025-05-07 07:17:41,817 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.03, 127.0.0.1:50873][0m
INFO 2025-05-07 07:17:42,110 runserver 70502 6112391168 [mHTTP GET /__debug__/history_sidebar/?store_id=e95884aa5cc746179751854428216108 200 [0.02, 127.0.0.1:50873][0m
INFO 2025-05-07 07:18:35,794 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:50874]
INFO 2025-05-07 07:18:40,629 runserver 70502 6112391168 [32mHTTP POST /swap/channel/2/ 302 [0.08, 127.0.0.1:50873][0m
INFO 2025-05-07 07:18:40,657 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.02, 127.0.0.1:50873][0m
INFO 2025-05-07 07:18:40,935 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:50985]
INFO 2025-05-07 07:18:40,942 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:50985]
INFO 2025-05-07 07:18:46,143 runserver 70502 6112391168 [32mHTTP POST /swap/channel/2/ 302 [0.03, 127.0.0.1:50986][0m
INFO 2025-05-07 07:18:46,161 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.01, 127.0.0.1:50986][0m
INFO 2025-05-07 07:18:46,169 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:50953]
INFO 2025-05-07 07:18:46,275 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:50990]
INFO 2025-05-07 07:18:46,311 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:50990]
INFO 2025-05-07 07:18:48,149 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:50985]
INFO 2025-05-07 07:18:48,203 runserver 70502 6112391168 [mHTTP GET /swap/channel/manage/2/75 200 [0.05, 127.0.0.1:50873][0m
INFO 2025-05-07 07:18:48,287 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:50992]
INFO 2025-05-07 07:18:48,295 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:50992]
INFO 2025-05-07 07:18:49,962 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:50992]
INFO 2025-05-07 07:18:50,019 runserver 70502 6112391168 [32mHTTP GET /swap/channel/send-random/2 302 [0.04, 127.0.0.1:50873][0m
INFO 2025-05-07 07:18:50,052 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.03, 127.0.0.1:50873][0m
INFO 2025-05-07 07:18:50,106 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:50993]
INFO 2025-05-07 07:18:50,109 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:50993]
INFO 2025-05-07 07:19:29,156 runserver 70502 6112391168 [mHTTP GET /about/ 200 [0.04, 127.0.0.1:50995][0m
INFO 2025-05-07 07:19:29,180 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:50990]
INFO 2025-05-07 07:19:30,315 runserver 70502 6112391168 [mHTTP GET /users/yirw/ 200 [0.04, 127.0.0.1:50995][0m
INFO 2025-05-07 07:19:30,987 runserver 70502 6112391168 [mHTTP GET /about/ 200 [0.03, 127.0.0.1:50995][0m
INFO 2025-05-07 07:19:33,125 runserver 70502 6112391168 [mHTTP GET /users/yirw/ 200 [0.04, 127.0.0.1:50995][0m
INFO 2025-05-07 07:19:34,050 runserver 70502 6112391168 [mHTTP GET /swap/channel/ 200 [0.05, 127.0.0.1:50995][0m
INFO 2025-05-07 07:19:40,257 runserver 70502 6112391168 [mHTTP GET /users/yirw/ 200 [0.04, 127.0.0.1:50995][0m
INFO 2025-05-07 07:19:43,509 runserver 70502 6112391168 [mHTTP GET /about/ 200 [0.04, 127.0.0.1:50995][0m
INFO 2025-05-07 07:20:25,593 runserver 70502 6112391168 [mHTTP GET /about/ 200 [0.04, 127.0.0.1:50995][0m
INFO 2025-05-07 07:20:26,008 runserver 70502 6112391168 [mHTTP GET /swap/channel/ 200 [0.03, 127.0.0.1:50995][0m
INFO 2025-05-07 07:20:27,745 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.03, 127.0.0.1:50995][0m
INFO 2025-05-07 07:20:27,768 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51020]
INFO 2025-05-07 07:20:27,771 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51020]
WARNING 2025-05-07 07:21:21,713 log 70502 6196523008 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-05-07 07:21:21,716 runserver 70502 6112391168 [33mHTTP GET /.well-known/appspecific/com.chrome.devtools.json 404 [0.05, 127.0.0.1:51029][0m
INFO 2025-05-07 07:21:31,430 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.04, 127.0.0.1:51029][0m
INFO 2025-05-07 07:21:31,437 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51020]
INFO 2025-05-07 07:21:31,544 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51040]
INFO 2025-05-07 07:21:31,556 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51040]
INFO 2025-05-07 07:21:32,435 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.04, 127.0.0.1:51029][0m
INFO 2025-05-07 07:21:32,443 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51040]
INFO 2025-05-07 07:21:32,460 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/toolbar.css 200 [0.00, 127.0.0.1:51038][0m
INFO 2025-05-07 07:21:32,462 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/toolbar.js 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:21:32,463 runserver 70502 6112391168 [mHTTP GET /static/css/project.css 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:21:32,579 runserver 70502 6112391168 [mHTTP GET /static/js/project.js 200 [0.00, 127.0.0.1:51029][0m
INFO 2025-05-07 07:21:32,590 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51042]
INFO 2025-05-07 07:21:32,598 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/print.css 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:21:32,601 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/utils.js 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:21:32,604 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51042]
WARNING 2025-05-07 07:21:32,645 log 70502 6230175744 Not Found: /favicon.ico
WARNING 2025-05-07 07:21:32,645 runserver 70502 6112391168 [33mHTTP GET /favicon.ico 404 [0.03, 127.0.0.1:51041][0m
INFO 2025-05-07 07:21:47,945 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.04, 127.0.0.1:51041][0m
INFO 2025-05-07 07:21:47,953 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51042]
INFO 2025-05-07 07:21:47,971 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/toolbar.css 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:21:47,973 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/toolbar.js 200 [0.01, 127.0.0.1:51038][0m
INFO 2025-05-07 07:21:47,974 runserver 70502 6112391168 [mHTTP GET /static/css/project.css 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:21:48,085 runserver 70502 6112391168 [mHTTP GET /static/js/project.js 200 [0.00, 127.0.0.1:51029][0m
INFO 2025-05-07 07:21:48,099 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51045]
INFO 2025-05-07 07:21:48,110 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/utils.js 200 [0.01, 127.0.0.1:51038][0m
INFO 2025-05-07 07:21:48,110 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/print.css 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:21:48,112 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51045]
WARNING 2025-05-07 07:21:48,152 log 70502 6230175744 Not Found: /favicon.ico
WARNING 2025-05-07 07:21:48,153 runserver 70502 6112391168 [33mHTTP GET /favicon.ico 404 [0.02, 127.0.0.1:51038][0m
INFO 2025-05-07 07:21:53,267 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.04, 127.0.0.1:51038][0m
INFO 2025-05-07 07:21:53,273 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51045]
INFO 2025-05-07 07:21:53,291 runserver 70502 6112391168 [mHTTP GET /static/css/project.css 200 [0.00, 127.0.0.1:51038][0m
INFO 2025-05-07 07:21:53,357 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51046]
INFO 2025-05-07 07:21:53,364 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51046]
INFO 2025-05-07 07:21:57,044 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.03, 127.0.0.1:51038][0m
INFO 2025-05-07 07:21:57,050 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51046]
INFO 2025-05-07 07:21:57,065 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/toolbar.css 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:21:57,065 runserver 70502 6112391168 [mHTTP GET /static/css/project.css 200 [0.01, 127.0.0.1:51038][0m
INFO 2025-05-07 07:21:57,066 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/toolbar.js 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:21:57,123 runserver 70502 6112391168 [mHTTP GET /static/js/project.js 200 [0.00, 127.0.0.1:51038][0m
INFO 2025-05-07 07:21:57,186 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51072]
INFO 2025-05-07 07:21:57,194 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/print.css 200 [0.01, 127.0.0.1:51038][0m
INFO 2025-05-07 07:21:57,195 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/utils.js 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:21:57,235 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51072]
WARNING 2025-05-07 07:21:57,236 log 70502 6196523008 Not Found: /favicon.ico
WARNING 2025-05-07 07:21:57,237 runserver 70502 6112391168 [33mHTTP GET /favicon.ico 404 [0.02, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:02,732 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.04, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:02,739 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51072]
INFO 2025-05-07 07:22:02,758 runserver 70502 6112391168 [mHTTP GET /static/css/project.css 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:02,821 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51077]
INFO 2025-05-07 07:22:02,828 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51077]
INFO 2025-05-07 07:22:03,457 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.05, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:03,464 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51077]
INFO 2025-05-07 07:22:03,482 runserver 70502 6112391168 [mHTTP GET /static/css/project.css 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:03,484 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/toolbar.css 200 [0.01, 127.0.0.1:51038][0m
INFO 2025-05-07 07:22:03,485 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/toolbar.js 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:22:03,580 runserver 70502 6112391168 [mHTTP GET /static/js/project.js 200 [0.00, 127.0.0.1:51029][0m
INFO 2025-05-07 07:22:03,588 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51078]
INFO 2025-05-07 07:22:03,598 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/print.css 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:22:03,599 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/utils.js 200 [0.01, 127.0.0.1:51038][0m
INFO 2025-05-07 07:22:03,601 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51078]
WARNING 2025-05-07 07:22:03,641 log 70502 6196523008 Not Found: /favicon.ico
WARNING 2025-05-07 07:22:03,642 runserver 70502 6112391168 [33mHTTP GET /favicon.ico 404 [0.03, 127.0.0.1:51038][0m
INFO 2025-05-07 07:22:08,692 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.03, 127.0.0.1:51038][0m
INFO 2025-05-07 07:22:08,700 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51078]
INFO 2025-05-07 07:22:08,715 runserver 70502 6112391168 [mHTTP GET /static/css/project.css 200 [0.01, 127.0.0.1:51038][0m
INFO 2025-05-07 07:22:08,717 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/toolbar.css 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:22:08,717 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/toolbar.js 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:08,767 runserver 70502 6112391168 [mHTTP GET /static/js/project.js 200 [0.00, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:08,866 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51079]
INFO 2025-05-07 07:22:08,878 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/utils.js 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:22:08,879 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/print.css 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:08,881 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51079]
WARNING 2025-05-07 07:22:08,925 log 70502 6247002112 Not Found: /favicon.ico
WARNING 2025-05-07 07:22:08,926 runserver 70502 6112391168 [33mHTTP GET /favicon.ico 404 [0.03, 127.0.0.1:51029][0m
INFO 2025-05-07 07:22:23,127 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.05, 127.0.0.1:51029][0m
INFO 2025-05-07 07:22:23,133 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51079]
INFO 2025-05-07 07:22:23,152 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/toolbar.js 200 [0.01, 127.0.0.1:51038][0m
INFO 2025-05-07 07:22:23,153 runserver 70502 6112391168 [mHTTP GET /static/css/project.css 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:22:23,153 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/toolbar.css 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:23,262 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51081]
INFO 2025-05-07 07:22:23,265 runserver 70502 6112391168 [mHTTP GET /static/js/project.js 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:22:23,266 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/print.css 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:23,268 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/utils.js 200 [0.00, 127.0.0.1:51038][0m
INFO 2025-05-07 07:22:23,269 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51081]
WARNING 2025-05-07 07:22:23,300 log 70502 6247002112 Not Found: /favicon.ico
WARNING 2025-05-07 07:22:23,300 runserver 70502 6112391168 [33mHTTP GET /favicon.ico 404 [0.02, 127.0.0.1:51038][0m
INFO 2025-05-07 07:22:37,823 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.05, 127.0.0.1:51038][0m
INFO 2025-05-07 07:22:37,829 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51081]
INFO 2025-05-07 07:22:37,848 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/toolbar.js 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:22:37,851 runserver 70502 6112391168 [mHTTP GET /static/css/project.css 200 [0.01, 127.0.0.1:51038][0m
INFO 2025-05-07 07:22:37,851 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/toolbar.css 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:37,914 runserver 70502 6112391168 [mHTTP GET /static/js/project.js 200 [0.00, 127.0.0.1:51038][0m
INFO 2025-05-07 07:22:37,979 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51083]
INFO 2025-05-07 07:22:37,987 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/print.css 200 [0.01, 127.0.0.1:51038][0m
INFO 2025-05-07 07:22:37,989 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/utils.js 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:37,990 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51083]
WARNING 2025-05-07 07:22:38,027 log 70502 6230175744 Not Found: /favicon.ico
WARNING 2025-05-07 07:22:38,028 runserver 70502 6112391168 [33mHTTP GET /favicon.ico 404 [0.02, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:38,699 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.04, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:38,705 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51083]
INFO 2025-05-07 07:22:38,724 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/toolbar.css 200 [0.01, 127.0.0.1:51038][0m
INFO 2025-05-07 07:22:38,725 runserver 70502 6112391168 [mHTTP GET /static/css/project.css 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:38,727 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/toolbar.js 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:22:38,805 runserver 70502 6112391168 [mHTTP GET /static/js/project.js 200 [0.00, 127.0.0.1:51029][0m
INFO 2025-05-07 07:22:38,858 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51084]
INFO 2025-05-07 07:22:38,866 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/css/print.css 200 [0.01, 127.0.0.1:51029][0m
INFO 2025-05-07 07:22:38,868 runserver 70502 6112391168 [mHTTP GET /static/debug_toolbar/js/utils.js 200 [0.01, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:38,870 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51084]
WARNING 2025-05-07 07:22:38,911 log 70502 6247002112 Not Found: /favicon.ico
WARNING 2025-05-07 07:22:38,911 runserver 70502 6112391168 [33mHTTP GET /favicon.ico 404 [0.03, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:39,236 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.06, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:39,241 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51084]
INFO 2025-05-07 07:22:39,277 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51085]
INFO 2025-05-07 07:22:39,280 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51085]
INFO 2025-05-07 07:22:46,680 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.05, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:46,687 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51085]
INFO 2025-05-07 07:22:46,700 runserver 70502 6112391168 [36mHTTP GET /static/css/project.css 304 [0.00, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:46,709 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51086]
INFO 2025-05-07 07:22:46,713 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51086]
INFO 2025-05-07 07:22:49,642 runserver 70502 6112391168 [mHTTP GET /swap/channel/2/ 200 [0.05, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:49,649 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51086]
INFO 2025-05-07 07:22:49,661 runserver 70502 6112391168 [36mHTTP GET /static/css/project.css 304 [0.00, 127.0.0.1:51041][0m
INFO 2025-05-07 07:22:49,672 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51087]
INFO 2025-05-07 07:22:49,677 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51087]
INFO 2025-05-07 07:23:16,448 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:50993]
INFO 2025-05-07 07:23:16,510 runserver 70502 6112391168 [mHTTP GET /swap/channel/manage/2/75 200 [0.05, 127.0.0.1:51091][0m
INFO 2025-05-07 07:23:16,674 runserver 70502 6112391168 WebSocket HANDSHAKING /ws/swap/channel/2/ [127.0.0.1:51093]
INFO 2025-05-07 07:23:16,677 runserver 70502 6112391168 WebSocket CONNECT /ws/swap/channel/2/ [127.0.0.1:51093]
INFO 2025-05-07 07:23:18,391 runserver 70502 6112391168 WebSocket DISCONNECT /ws/swap/channel/2/ [127.0.0.1:51093]
INFO 2025-05-07 07:23:18,432 runserver 70502 6112391168 [32mHTTP GET /swap/channel/send-random/2 302 [0.03, 127.0.0.1:51091][0m
